Date,Open,High,Low,Close,Volume,Adj Close,perc_change
2015-06-26,50.549999,51.049999,50.43,50.91,551100,49.339475,0.712168164435
2015-06-29,50.310001,50.59,49.740002,49.75,718400,48.21526,-1.11310075307
2015-06-30,50.02,50.459999,49.869999,50.18,733500,48.631995,0.31987205118
2015-07-01,51.18,52.57,50.73,52.540001,1493300,50.919192,2.65728995701
2015-07-02,52.700001,52.84,52.209999,52.400002,577700,50.783512,-0.569258053714
2015-07-06,52.02,52.52,51.84,52.34,469100,50.725361,0.615148019992
2015-07-07,52.23,52.82,51.91,52.810001,566700,51.180864,1.1104748229
2015-07-08,52.490002,52.990002,52.400002,52.669998,889100,51.045179,0.342914827856
2015-07-09,53.27,53.27,52.700001,52.970001,606100,51.335928,-0.563166885677
2015-07-10,53.610001,53.77,53.23,53.66,406500,52.00464,0.0932643146192
2015-07-13,53.959999,54.189999,53.709999,54.110001,467000,52.440759,0.277987403224
2015-07-14,53.990002,54.290001,53.959999,54.169998,375000,52.498906,0.333387652032
2015-07-15,53.509998,53.700001,53.080002,53.57,988200,51.917417,0.112132315909
2015-07-16,53.84,53.98,53.619999,53.880001,462300,52.217855,0.0742960624071
2015-07-17,53.77,53.84,53.450001,53.560001,486800,51.907727,-0.39055049284
2015-07-20,53.860001,53.970001,53.400002,53.580002,412400,51.92711,-0.519864453772
2015-07-21,53.580002,53.889999,53.310001,53.549999,479800,51.898033,-0.0559966384473
2015-07-22,53.529999,53.900002,53.5,53.720001,303700,52.062791,0.354944897346
2015-07-23,53.669998,53.779999,53.220001,53.32,422400,51.675129,-0.652129705688
2015-07-24,53.369999,53.439999,52.830002,53.060001,1060700,51.423151,-0.580846928627
2015-07-27,53.060001,53.439999,52.77,52.939999,653600,51.306851,-0.226162830265
2015-07-28,53.220001,53.220001,52.77,53.099998,1013700,51.461915,-0.225484775921
2015-07-29,53.549999,54.27,53.169998,54.16,1433500,52.489216,1.13912420428
2015-07-30,54.09,55.400002,53.900002,55.27,961300,53.564974,2.18154926974
2015-07-31,55.5,55.810001,55.130001,55.209999,2113700,53.506824,-0.522524324324
2015-08-03,54.740002,55.369999,54.740002,55.349998,645300,53.642504,1.11435143901
2015-08-04,55.25,55.639999,55.02,55.43,596300,53.720038,0.325791855204
2015-08-05,56.0,56.0,55.439999,55.549999,438400,53.836335,-0.803573214286
2015-08-06,55.689999,55.689999,55.049999,55.25,425600,53.545591,-0.790086205604
2015-08-07,55.279999,55.360001,54.970001,55.330002,465200,53.623124,0.0904540537347
2015-08-10,55.830002,55.970001,55.700001,55.84,541900,54.11739,0.0179079341606
2015-08-11,55.43,56.029999,55.099998,55.959999,567100,54.233687,0.95615911961
2015-08-12,55.73,56.259998,55.290001,56.23,784500,54.495358,0.897182845864
2015-08-13,56.130001,56.52,55.869999,56.279999,541700,54.543815,0.267233203862
2015-08-14,56.330002,56.639999,56.040001,56.639999,470700,54.89271,0.550323076502
2015-08-17,56.57,56.790001,56.040001,56.580002,574200,54.834563,0.0176807495139
2015-08-18,56.57,56.93,56.540001,56.889999,535800,55.134998,0.565669082553
2015-08-19,56.68,56.939999,56.169998,56.419998,554300,54.679495,-0.458719124912
2015-08-20,55.990002,56.16,55.560001,55.57,613100,53.855719,-0.750137497763
2015-08-21,55.25,55.41,53.84,53.860001,1174100,52.198471,-2.51583529412
2015-08-24,50.630001,53.07,49.720001,51.27,2064600,49.68837,1.2640706841
2015-08-25,52.509998,53.290001,50.869999,50.91,1657400,49.339475,-3.04703496656
2015-08-26,52.189999,53.549999,50.91,52.18,1230900,50.570297,-0.0191588430573
2015-08-27,52.720001,53.299999,52.200001,53.18,1019700,51.539448,0.872532229277
2015-08-28,52.759998,52.93,52.43,52.790001,807500,51.16148,0.0568669468107
2015-08-31,52.34,52.490002,52.060001,52.330002,916200,50.715672,-0.0191020252197
2015-09-01,51.209999,51.450001,50.779999,50.959999,1128600,49.387932,-0.488185910724
2015-09-02,52.0,52.759998,51.419998,52.310001,1186000,50.696288,0.596155769231
2015-09-03,52.669998,53.040001,52.560001,52.799999,1047300,51.17117,0.246821729517
2015-09-04,52.02,52.279999,51.59,51.91,832900,50.308626,-0.211457131872
2015-09-08,52.869999,53.259998,52.48,53.169998,1301400,51.529755,0.567427663466
2015-09-09,53.59,53.740002,52.709999,52.810001,734700,51.180864,-1.45549356223
2015-09-10,52.650002,53.459999,52.650002,53.02,596500,51.384384,0.702750210722
2015-09-11,52.799999,53.439999,52.610001,53.43,748100,51.781736,1.19318373472
2015-09-14,52.970001,53.02,52.619999,52.91,781000,51.72308,-0.113273548928
2015-09-15,53.029999,53.650002,52.799999,53.5,613700,52.299845,0.886292681243
2015-09-16,53.48,53.860001,53.240002,53.799999,689700,52.593114,0.598352655198
2015-09-17,53.93,54.48,53.619999,53.720001,881900,52.514911,-0.389391804191
2015-09-18,53.0,53.540001,52.700001,52.810001,1487700,51.625325,-0.358488679245
2015-09-21,53.099998,53.669998,52.889999,53.419998,653900,52.221638,0.602636557538
2015-09-22,52.82,53.32,52.599998,52.889999,636300,51.703528,0.132523665278
2015-09-23,52.900002,53.299999,52.810001,53.07,444800,51.879491,0.321357265733
2015-09-24,52.639999,53.330002,52.639999,53.23,569600,52.035901,1.12082258968
2015-09-25,53.650002,53.950001,53.169998,53.459999,555200,52.260741,-0.354152829295
2015-09-28,53.299999,53.369999,52.709999,52.889999,576900,51.703528,-0.769230783663
2015-09-29,52.98,53.34,52.639999,53.27,516400,52.075005,0.547376368441
2015-09-30,53.650002,53.889999,53.310001,53.799999,776300,52.593114,0.279584332541
2015-10-01,53.900002,53.950001,52.779999,53.549999,750200,52.348723,-0.649356191119
2015-10-02,52.799999,54.080002,52.630001,54.060001,800200,52.847284,2.38636746944
2015-10-05,54.59,55.080002,54.560001,55.049999,681900,53.815073,0.842643341271
2015-10-06,54.860001,55.009998,54.57,54.630001,539900,53.404497,-0.419248989806
2015-10-07,54.98,55.34,54.68,55.25,537500,54.010588,0.491087668243
2015-10-08,55.259998,56.23,55.150002,56.220001,519000,54.958829,1.73724761988
2015-10-09,56.279999,56.459999,55.970001,56.169998,473200,54.909948,-0.195453095157
2015-10-12,56.150002,56.860001,56.110001,56.68,444200,55.408509,0.943896671633
2015-10-13,56.52,56.700001,55.869999,55.950001,760700,54.694885,-1.00849079972
2015-10-14,56.02,56.189999,55.610001,55.720001,639400,54.470045,-0.535521242413
2015-10-15,56.060001,56.540001,55.619999,56.509998,657800,55.242321,0.802706014936
2015-10-16,56.82,56.990002,56.490002,56.889999,457900,55.613797,0.123194297782
2015-10-19,56.790001,57.389999,56.669998,57.369999,396600,56.083029,1.02130302833
2015-10-20,57.52,57.82,57.43,57.73,373900,56.434954,0.365090403338
2015-10-21,58.0,58.330002,57.810001,57.970001,532700,56.669572,-0.0517224137931
2015-10-22,58.18,58.959999,58.09,58.779999,742900,57.461399,1.03128050877
2015-10-23,59.139999,59.200001,58.66,59.040001,567300,57.715568,-0.16908691527
2015-10-26,59.18,59.349998,58.880001,59.169998,511900,57.842649,-0.0169009800608
2015-10-27,58.849998,59.34,58.75,59.25,1022300,57.920856,0.679697559208
2015-10-28,59.34,60.849998,59.049999,60.790001,992200,59.426311,2.44354735423
2015-10-29,60.77,61.380001,60.5,61.189999,619400,59.817335,0.69112884647
2015-10-30,61.18,61.32,60.209999,60.23,890500,58.878872,-1.55279503106
2015-11-02,60.619999,60.900002,60.439999,60.549999,616600,59.191693,-0.115473443013
2015-11-03,60.66,60.880001,60.220001,60.349998,701800,58.996179,-0.511048466864
2015-11-04,60.259998,60.759998,60.119999,60.459999,489600,59.103712,0.331896791633
2015-11-05,60.529999,60.77,60.32,60.580002,465800,59.221023,0.0826086251877
2015-11-06,60.610001,61.119999,60.349998,60.860001,590600,59.49474,0.412473182437
2015-11-09,60.720001,60.889999,59.98,60.209999,359700,58.85932,-0.839924228592
2015-11-10,60.23,60.580002,60.209999,60.57,607900,59.211245,0.564502739499
2015-11-11,60.93,60.93,60.369999,60.66,468900,59.299226,-0.443131462334
2015-11-12,60.32,60.759998,59.939999,59.959999,432900,58.614928,-0.596818633952
2015-11-13,59.810001,60.169998,59.439999,59.52,442200,58.1848,-0.484870414899
2015-11-16,59.490002,60.27,59.43,60.27,592100,58.917975,1.31114132422
2015-11-17,60.279999,60.439999,59.860001,59.990002,571700,58.644258,-0.481083286017
2015-11-18,60.259998,60.700001,60.07,60.540001,849000,59.181919,0.464658163447
2015-11-19,60.59,60.779999,60.439999,60.75,592400,59.387207,0.264069978544
2015-11-20,61.02,61.09,60.720001,61.02,914300,59.651151,0.0
2015-11-23,61.060001,61.52,60.93,61.450001,839000,60.071505,0.638716006572
2015-11-24,61.07,61.380001,60.68,61.279999,583200,59.905317,0.343866055346
2015-11-25,61.529999,61.560001,60.720001,60.860001,534400,59.49474,-1.08889649096
2015-11-27,61.009998,61.209999,60.610001,61.080002,266100,59.709806,0.114741849361
2015-11-30,61.34,61.509998,60.709999,61.110001,985600,59.739132,-0.374957613303
2015-12-01,61.099998,61.48,60.84,61.470001,679400,60.546816,0.605569577924
2015-12-02,61.34,61.59,60.849998,60.939999,663800,60.024774,-0.652104662537
2015-12-03,61.220001,61.220001,59.790001,60.040001,809500,59.138292,-1.92747464999
2015-12-04,60.32,61.529999,60.32,61.490002,617800,60.566516,1.93965848806
2015-12-07,61.299999,61.560001,61.060001,61.380001,683500,60.458168,0.130508974397
2015-12-08,60.990002,61.290001,60.790001,61.029999,512000,60.113422,0.0655796010631
2015-12-09,60.779999,61.290001,60.049999,60.220001,606800,59.315589,-0.921352433718
2015-12-10,60.23,60.330002,59.700001,59.990002,417100,59.089044,-0.398469201395
2015-12-11,59.369999,59.849998,58.919998,59.139999,495000,58.251807,-0.387401050824
2015-12-14,58.939999,59.470001,58.41,58.98,761800,58.54962,0.0678673238525
2015-12-15,59.57,59.919998,59.380001,59.75,885500,59.314002,0.302165519557
2015-12-16,60.099998,60.689999,58.5,60.650002,886200,60.207436,0.915148116977
2015-12-17,60.57,60.57,59.59,59.650002,643100,59.214733,-1.51890044577
2015-12-18,59.369999,59.5,57.93,57.970001,1973100,57.546992,-2.35808998413
2015-12-21,58.279999,58.68,57.599998,58.330002,547500,57.904366,0.0857978738126
2015-12-22,58.5,59.5,58.279999,59.400002,537300,58.966557,1.53846495726
2015-12-23,59.709999,59.73,59.119999,59.369999,608500,58.936774,-0.569418867349
2015-12-24,59.459999,59.860001,59.25,59.630001,321600,59.194879,0.285909860173
2015-12-28,59.549999,60.060001,59.310001,60.049999,340900,59.611812,0.839630576652
2015-12-29,60.369999,60.73,60.099998,60.540001,328800,60.098238,0.281600137181
2015-12-30,60.349998,60.66,60.029999,60.099998,392000,59.661446,-0.414250220853
2015-12-31,60.09,60.16,59.150002,59.169998,365800,58.738232,-1.53104010651
2016-01-04,58.110001,58.200001,56.939999,57.540001,825100,57.120129,-0.980898279455
2016-01-05,57.5,57.900002,57.290001,57.880001,666000,57.457648,0.660871304348
2016-01-06,57.099998,57.369999,56.779999,57.09,506500,56.673412,-0.0175096328375
2016-01-07,56.279999,56.580002,55.529999,55.82,763200,55.412679,-0.817340099811
2016-01-08,56.349998,56.639999,55.419998,55.529999,978300,55.124794,-1.45518904899
2016-01-11,55.970001,56.560001,55.279999,55.889999,442800,55.482168,-0.142937285279
2016-01-12,56.049999,56.389999,55.59,56.27,533400,55.859396,0.392508481579
2016-01-13,56.599998,56.75,55.130001,55.240002,589600,54.836913,-2.40281987289
2016-01-14,55.52,56.689999,55.299999,56.189999,784300,55.779978,1.20677053314
2016-01-15,55.139999,55.540001,54.560001,55.119999,907900,54.717786,-0.0362713100521
2016-01-19,55.970001,55.970001,54.900002,55.240002,632500,54.836913,-1.30426833475
2016-01-20,54.66,55.110001,53.639999,54.459999,672500,54.062602,-0.365900109769
2016-01-21,54.630001,54.970001,53.889999,54.110001,672200,53.715158,-0.951857936082
2016-01-22,54.669998,55.119999,54.34,54.98,548000,54.578808,0.567042274265
2016-01-25,54.900002,55.02,54.110001,54.16,710800,53.764792,-1.34790887621
2016-01-26,54.32,55.200001,54.32,54.919998,685600,54.519245,1.10456185567
2016-01-27,54.93,55.650002,54.560001,54.82,573000,54.419976,-0.200254869834
2016-01-28,55.23,55.91,55.040001,55.709999,538500,55.303481,0.869091073692
2016-01-29,56.0,57.68,55.869999,57.630001,1632500,57.209473,2.91071607143
2016-02-01,57.66,58.09,57.130001,57.799999,651500,57.37823,0.242800901838
2016-02-02,57.740002,58.139999,56.709999,56.849998,826900,56.435162,-1.54139932312
2016-02-03,57.279999,57.509998,55.889999,56.959999,852800,56.54436,-0.55865922763
2016-02-04,57.349998,59.09,56.810001,59.040001,1094600,58.609184,2.94682311933
2016-02-05,59.240002,60.32,59.189999,60.25,889200,59.810353,1.7049256683
2016-02-08,59.759998,61.09,59.580002,60.93,968800,60.485392,1.95783473754
2016-02-09,60.34,61.52,60.34,61.240002,1275100,60.793131,1.49155120981
2016-02-10,61.52,61.630001,61.07,61.299999,788500,60.852691,-0.357608907672
2016-02-11,60.259998,60.860001,59.52,60.509998,654200,60.068455,0.414868915196
2016-02-12,61.299999,61.93,61.0,61.77,1325200,61.319262,0.766722687875
2016-02-16,62.419998,62.490002,61.41,62.110001,830100,61.656782,-0.496630903449
2016-02-17,62.52,62.66,62.099998,62.450001,978000,61.994301,-0.111962571977
2016-02-18,62.48,62.540001,62.040001,62.48,651100,62.024081,0.0
2016-02-19,62.380001,62.75,62.130001,62.57,768500,62.113424,0.304583194861
2016-02-22,63.169998,63.48,62.84,63.080002,690700,62.619705,-0.142466365125
2016-02-23,62.810001,63.119999,62.630001,62.740002,1037100,62.282185,-0.111445627902
2016-02-24,62.43,63.07,61.959999,62.919998,886800,62.460868,0.784875860964
2016-02-25,63.27,63.860001,62.959999,63.75,1060800,63.284814,0.758653390232
2016-02-26,64.139999,64.220001,63.43,63.57,741600,63.106127,-0.888679465056
2016-02-29,63.650002,63.650002,62.799999,63.139999,1122200,62.679264,-0.801261561626
2016-03-01,63.610001,64.099998,63.34,64.07,1086100,63.602478,0.723155152914
2016-03-02,64.07,64.269997,63.75,64.260002,1122700,63.791094,0.296553769315
2016-03-03,64.089996,64.519997,63.799999,64.5,566100,64.029341,0.639731667326
2016-03-04,64.379997,64.580002,63.950001,64.519997,606800,64.049192,0.217458848282
2016-03-07,64.220001,64.589996,63.889999,64.199997,490400,63.731527,-0.0311491742269
2016-03-08,64.0,64.32,63.75,64.029999,918100,63.562769,0.0468734375
2016-03-09,64.269997,64.339996,63.57,63.990002,587200,63.523064,-0.43565429138
2016-03-10,64.300003,64.410004,63.630001,64.110001,1667600,63.642187,-0.295492987769
2016-03-11,64.620003,65.900002,64.169998,65.900002,785800,65.419127,1.98080925499
2016-03-14,65.889999,65.910004,64.910004,65.18,613800,64.704379,-1.07755199693
2016-03-15,64.860001,65.300003,64.669998,65.110001,650200,64.63489,0.385445569142
2016-03-16,65.059998,65.519997,64.870003,65.330002,605700,64.853286,0.415007697971
2016-03-17,65.349998,65.949997,65.120003,65.800003,884600,65.319858,0.688607519162
2016-03-18,65.839996,65.860001,65.330002,65.779999,2942100,65.3,-0.0911254611862
2016-03-21,64.989998,65.519997,64.519997,65.220001,688000,65.220001,0.353905227078
2016-03-22,65.050003,65.419998,64.900002,65.150002,446500,65.150002,0.153726357246
2016-03-23,65.18,65.279999,64.879997,65.089996,496300,65.089996,-0.13808530224
2016-03-24,64.970001,65.110001,64.650002,64.739998,575600,64.739998,-0.354014154933
2016-03-28,64.949997,65.330002,64.800003,65.230003,443300,65.230003,0.431110104593
2016-03-29,65.199997,65.779999,65.160004,65.760002,497100,65.760002,0.858903413753
2016-03-30,65.919998,65.970001,65.639999,65.870003,682200,65.870003,-0.0758419319127
2016-03-31,65.870003,65.989998,65.269997,65.360001,942000,65.360001,-0.774255316187
2016-04-01,65.279999,66.019997,65.160004,65.959999,888100,65.959999,1.04166668262
2016-04-04,66.010002,66.010002,65.139999,65.470001,412300,65.470001,-0.818059360156
2016-04-05,65.010002,65.32,64.550003,64.639999,431400,64.639999,-0.569147805902
2016-04-06,64.529999,65.290001,64.519997,65.239998,573300,65.239998,1.10026191074
2016-04-07,64.93,65.010002,64.099998,64.309998,784400,64.309998,-0.95487756045
2016-04-08,64.699997,65.040001,64.419998,64.650002,405500,64.650002,-0.0772720283125
2016-04-11,64.910004,65.309998,64.660004,64.760002,405200,64.760002,-0.23109226738
2016-04-12,64.889999,65.739998,64.82,65.660004,519100,65.660004,1.18663124035
2016-04-13,65.839996,66.089996,65.300003,66.07,593700,66.07,0.349337809802
2016-04-14,66.0,66.089996,65.550003,65.800003,362800,65.800003,-0.303025757576
2016-04-15,65.709999,66.010002,65.599998,65.879997,532900,65.879997,0.25870948499
2016-04-18,65.809998,65.959999,65.449997,65.949997,412500,65.949997,0.212732114047
2016-04-19,66.0,66.139999,65.839996,66.019997,381500,66.019997,0.0302984848485
2016-04-20,65.989998,66.07,65.370003,65.650002,334000,65.650002,-0.51522353433
2016-04-21,65.330002,65.720001,63.959999,64.010002,616900,64.010002,-2.02051118872
2016-04-22,64.110001,64.75,64.110001,64.589996,498200,64.589996,0.748705338501
2016-04-25,64.470001,64.690002,63.869999,64.559998,383100,64.559998,0.139595158375
2016-04-26,64.660004,64.980003,64.440002,64.5,843500,64.5,-0.247454361432
2016-04-27,66.0,66.589996,65.419998,66.290001,1275500,66.290001,0.439395454545
2016-04-28,65.760002,66.980003,65.760002,66.110001,599300,66.110001,0.532236905954
2016-04-29,65.989998,66.230003,65.519997,66.010002,674700,66.010002,0.0303136848102
2016-05-02,65.82,66.68,65.800003,66.519997,485500,66.519997,1.06350197508
2016-05-03,65.980003,66.540001,65.889999,66.470001,431300,66.470001,0.742646222674
2016-05-04,66.010002,66.629997,65.629997,66.110001,509900,66.110001,0.15149067864
2016-05-05,66.25,66.769997,66.25,66.650002,426000,66.650002,0.603776603774
2016-05-06,66.449997,66.769997,65.620003,66.769997,382100,66.769997,0.481565108272
2016-05-09,66.690002,67.389999,66.519997,67.260002,515400,67.260002,0.854700829069
2016-05-10,67.510002,68.040001,67.470001,67.93,539500,67.93,0.622127073852
