Date,Open,High,Low,Close,Volume,Adj Close,perc_change
2015-08-21,226.839996,228.029999,222.949997,222.949997,351400,218.63173,-1.71486469256
2015-08-24,222.949997,222.949997,211.529999,211.860001,393700,207.756533,-4.97420773681
2015-08-25,213.0,216.130005,209.089996,209.5,739800,205.442243,-1.64319248826
2015-08-26,212.759995,215.690002,209.960007,215.119995,432600,210.953386,1.10923108454
2015-08-27,216.360001,222.199997,215.130005,220.25,341100,215.984029,1.79792890646
2015-08-28,220.009995,220.910004,215.580002,220.660004,303700,216.386091,0.29544521375
2015-08-31,220.050003,220.509995,214.539993,214.619995,525200,210.46307,-2.46762459712
2015-09-01,211.429993,214.410004,208.699997,210.179993,319300,206.109065,-0.591212241113
2015-09-02,212.759995,214.550003,209.580002,211.820007,337800,207.717315,-0.441806740971
2015-09-03,212.869995,214.229996,211.470001,212.160004,255600,208.050726,-0.333532680357
2015-09-04,210.830002,211.320007,205.779999,207.169998,273700,203.157371,-1.73599770682
2015-09-08,210.080002,213.009995,208.080002,210.460007,353400,206.383656,0.180885851286
2015-09-09,212.339996,213.009995,207.210007,207.649994,348000,203.628069,-2.20872284466
2015-09-10,206.539993,211.649994,205.720001,208.580002,289600,204.540064,0.987706531006
2015-09-11,208.449997,214.679993,205.910004,214.529999,315700,210.374817,2.91676761214
2015-09-14,215.199997,215.199997,211.369995,212.509995,276900,208.393938,-1.25000094679
2015-09-15,213.110001,216.169998,211.009995,215.360001,301100,211.188743,1.05579277812
2015-09-16,214.970001,218.020004,214.970001,217.740005,172700,213.52265,1.28855374569
2015-09-17,217.309998,223.039993,215.460007,219.559998,303300,215.307391,1.03538724435
2015-09-18,219.360001,225.350006,218.009995,219.479996,529900,215.228939,0.0547023155785
2015-09-21,219.899994,223.119995,218.679993,221.630005,258400,217.337305,0.786726260666
2015-09-22,220.279999,221.619995,218.759995,219.520004,265400,215.268172,-0.345013166629
2015-09-23,219.5,222.520004,218.539993,220.949997,251500,216.670468,0.660590888383
2015-09-24,220.270004,221.720001,216.619995,217.889999,300000,213.669739,-1.08049437362
2015-09-25,218.770004,220.119995,217.130005,218.479996,392800,214.248307,-0.132562963248
2015-09-28,216.539993,217.169998,212.919998,214.850006,261400,212.086484,-0.78045028846
2015-09-29,214.910004,220.0,214.139999,219.419998,285500,216.597695,2.09855005168
2015-09-30,221.050003,223.850006,220.600006,223.419998,476200,220.546244,1.07215334442
2015-10-01,224.240005,226.050003,222.860001,225.679993,402800,222.77717,0.642163738803
2015-10-02,224.600006,227.740005,221.039993,227.630005,291900,224.7021,1.34906452318
2015-10-05,228.139999,229.369995,226.289993,228.449997,322400,225.511544,0.135880600227
2015-10-06,228.110001,229.509995,225.630005,226.729996,273500,223.813667,-0.604973475056
2015-10-07,226.800003,229.179993,226.270004,229.020004,392600,226.07422,0.978836406806
2015-10-08,229.089996,230.369995,226.029999,229.570007,272400,226.617149,0.209529446236
2015-10-09,229.289993,229.529999,227.410004,228.559998,276400,225.62013,-0.318371940462
2015-10-12,229.130005,230.570007,227.869995,230.470001,281900,227.505566,0.584819085567
2015-10-13,229.839996,230.759995,227.729996,228.970001,255700,226.02486,-0.378522021903
2015-10-14,229.410004,229.410004,225.740005,226.259995,255600,223.349711,-1.37309138445
2015-10-15,227.130005,231.210007,226.399994,231.029999,439100,228.058361,1.71707564573
2015-10-16,232.220001,234.039993,231.330002,233.369995,317900,230.368259,0.495217464063
2015-10-19,233.220001,237.699997,232.869995,237.550003,225600,234.494501,1.85661692026
2015-10-20,237.320007,238.25,235.809998,237.210007,220000,234.158878,-0.0463509172238
2015-10-21,238.0,238.850006,233.899994,234.289993,359700,231.276423,-1.55882647059
2015-10-22,235.309998,236.210007,230.800003,231.990005,648000,229.006019,-1.41090180112
2015-10-23,231.259995,234.199997,228.330002,230.25,453400,227.288395,-0.436735718169
2015-10-26,230.889999,232.0,227.589996,229.660004,418100,226.705987,-0.532719046008
2015-10-27,229.300003,230.460007,225.929993,227.300003,583500,224.376342,-0.872219787978
2015-10-28,227.600006,229.419998,220.089996,223.190002,804300,220.319207,-1.93761154822
2015-10-29,223.190002,227.0,222.199997,226.25,556200,223.339845,1.37102825959
2015-10-30,222.860001,226.050003,216.139999,220.440002,966300,217.604579,-1.08588306073
2015-11-02,220.440002,226.839996,220.25,226.020004,521300,223.112808,2.53130191861
2015-11-03,226.020004,226.740005,221.860001,223.130005,429200,220.259981,-1.2786474422
2015-11-04,223.160004,224.720001,220.009995,221.839996,402900,218.986565,-0.591507428007
2015-11-05,221.070007,223.759995,220.259995,223.580002,321000,220.70419,1.13538468382
2015-11-06,221.970001,222.179993,216.410004,218.740005,326900,215.926448,-1.45514978846
2015-11-09,217.199997,219.369995,214.289993,216.190002,271100,213.409245,-0.4650069125
2015-11-10,217.690002,220.699997,216.669998,218.259995,383700,215.452612,0.261837013535
2015-11-11,218.449997,221.389999,217.690002,220.660004,199200,217.82175,1.01167637004
2015-11-12,220.419998,221.190002,218.529999,218.869995,222800,216.054766,-0.703204343555
2015-11-13,219.639999,221.110001,217.610001,217.75,173400,214.949177,-0.860498546988
2015-11-16,217.809998,222.169998,217.289993,220.800003,193200,217.959949,1.37275837999
2015-11-17,220.419998,224.149994,219.059998,222.25,252100,219.391295,0.830234106072
2015-11-18,222.860001,223.850006,220.169998,223.619995,283900,220.743669,0.341018575155
2015-11-19,223.779999,226.300003,223.080002,225.970001,198200,223.063448,0.978640633563
2015-11-20,226.729996,229.119995,226.160004,228.25,289000,225.31412,0.670402693431
2015-11-23,228.220001,230.389999,226.970001,230.050003,254200,227.09097,0.801858729288
2015-11-24,229.240005,229.880005,225.679993,227.850006,200900,224.919271,-0.606350972641
2015-11-25,228.639999,231.199997,227.970001,230.600006,224900,227.633899,0.857245892483
2015-11-27,230.070007,234.970001,228.830002,233.830002,152600,230.822349,1.63428299457
2015-11-30,234.570007,235.669998,230.139999,230.789993,903700,227.821442,-1.61146518617
2015-12-01,232.050003,235.639999,232.050003,235.360001,254900,232.332668,1.42641584021
2015-12-02,234.690002,235.789993,228.460007,228.919998,386600,225.9755,-2.45856404228
2015-12-03,228.0,229.259995,226.509995,227.610001,566400,224.682353,-0.171052192982
2015-12-04,228.419998,234.320007,228.419998,233.380005,391000,230.37814,2.1714416616
2015-12-07,232.800003,234.279999,231.100006,232.559998,461300,229.56868,-0.103094929943
2015-12-08,232.380005,233.350006,227.740005,231.949997,327000,228.966525,-0.18504518063
2015-12-09,230.610001,232.419998,227.119995,230.220001,367300,227.258782,-0.169116689783
2015-12-10,230.330002,231.589996,228.800003,229.429993,292500,226.478935,-0.390747619583
2015-12-11,227.710007,231.110001,226.630005,230.809998,416700,227.841189,1.36137670928
2015-12-14,230.279999,233.119995,227.009995,232.860001,524000,229.864824,1.12037606879
2015-12-15,233.25,236.839996,231.089996,235.0,639300,231.977298,0.75026795284
2015-12-16,235.960007,241.130005,234.679993,240.179993,414600,237.090662,1.78843273216
2015-12-17,240.089996,240.160004,237.479996,238.630005,880700,235.560611,-0.608101555385
2015-12-18,237.429993,238.020004,235.070007,235.470001,830400,232.441253,-0.825503119987
2015-12-21,237.910004,238.600006,234.119995,235.100006,663700,232.076017,-1.18111805
2015-12-22,235.770004,237.690002,234.190002,234.380005,458800,231.365277,-0.58955718557
2015-12-23,235.600006,238.25,233.25,238.149994,350700,235.086775,1.08233783322
2015-12-24,237.710007,239.190002,236.580002,238.369995,137800,235.303946,0.277644180121
2015-12-28,237.740005,240.919998,237.309998,240.830002,304900,237.732311,1.29973792168
2015-12-29,242.559998,244.710007,242.110001,244.289993,361500,241.147798,0.713223538203
2015-12-30,241.880005,244.360001,240.830002,243.270004,401900,241.56486,0.574664697894
2015-12-31,243.360001,243.919998,239.300003,239.410004,341100,237.731915,-1.62310855678
2016-01-04,238.449997,239.320007,235.539993,237.320007,364600,235.656568,-0.473889710303
2016-01-05,237.899994,240.550003,237.779999,240.039993,257700,238.357489,0.899537223191
2016-01-06,238.009995,239.990005,236.630005,238.050003,189500,236.381447,0.0168093781103
2016-01-07,235.559998,237.990005,234.729996,235.699997,460000,234.047913,0.0594324168741
2016-01-08,236.279999,238.669998,233.139999,233.669998,384200,232.032143,-1.10462206325
2016-01-11,234.850006,236.550003,234.110001,235.690002,477200,234.037988,0.357673399421
2016-01-12,234.600006,235.559998,230.389999,234.779999,640600,233.134363,0.0767233569466
2016-01-13,235.270004,237.029999,232.360001,233.779999,613900,232.141372,-0.633317029229
2016-01-14,233.779999,235.850006,230.539993,230.830002,632900,229.212053,-1.26186885645
2016-01-15,228.970001,231.660004,226.259995,230.149994,606100,228.536811,0.515348296653
2016-01-19,231.190002,233.850006,229.169998,232.330002,484800,230.701539,0.493100908403
2016-01-20,231.610001,231.610001,223.949997,224.479996,717300,222.906555,-3.0784529896
2016-01-21,225.119995,226.839996,219.309998,221.0,587400,219.450952,-1.8301328587
2016-01-22,222.820007,225.389999,221.490005,224.850006,733700,223.273972,0.91104880003
2016-01-25,224.860001,227.220001,222.460007,223.110001,432500,221.546163,-0.778262026246
2016-01-26,223.369995,226.630005,223.080002,226.320007,471400,224.73367,1.32068409636
2016-01-27,226.320007,226.320007,218.990005,220.440002,515200,218.894879,-2.59809332721
2016-01-28,219.380005,221.190002,209.889999,210.779999,998600,209.302585,-3.92014121797
2016-01-29,212.039993,213.619995,205.729996,213.110001,1223100,211.616256,0.50462555901
2016-02-01,211.389999,216.350006,210.440002,214.229996,805200,212.7284,1.34348692627
2016-02-02,214.229996,216.529999,207.600006,208.320007,566300,206.859837,-2.75871218333
2016-02-03,209.380005,211.970001,207.240005,210.380005,610800,208.905395,0.477600523507
2016-02-04,209.199997,212.570007,207.25,210.919998,579200,209.441603,0.822180222115
2016-02-05,209.860001,215.279999,202.080002,202.5,691900,201.080623,-3.50710043121
2016-02-08,205.979996,205.979996,196.690002,198.169998,622100,196.780972,-3.79162935803
2016-02-09,196.830002,200.190002,191.660004,193.490005,741700,192.133782,-1.696894257
2016-02-10,196.639999,200.0,195.559998,196.789993,455400,195.41064,0.0762784788257
2016-02-11,194.029999,194.869995,191.25,192.259995,473200,190.912393,-0.912232133754
2016-02-12,196.940002,197.869995,192.399994,195.539993,512900,194.169401,-0.710880971759
2016-02-16,197.0,199.199997,193.800003,198.630005,434800,197.237754,0.827413705584
2016-02-17,199.130005,203.360001,196.320007,201.570007,544800,200.157149,1.22533115991
2016-02-18,201.779999,203.800003,198.869995,202.029999,398700,200.613916,0.12389731452
2016-02-19,201.960007,208.789993,201.960007,207.119995,1054600,205.668236,2.55495534816
2016-02-22,208.550003,210.880005,208.300003,209.529999,407400,208.061347,0.469909367491
2016-02-23,208.139999,211.529999,208.139999,209.169998,446700,207.70387,0.494858751297
2016-02-24,208.039993,211.470001,205.449997,207.419998,265800,205.966136,-0.298017218257
2016-02-25,208.649994,214.860001,208.149994,211.0,468000,209.521044,1.12629095019
2016-02-26,210.960007,211.740005,209.789993,209.979996,450700,208.50819,-0.464548240179
2016-02-29,210.139999,214.570007,209.149994,209.279999,573000,207.813099,-0.409250977488
2016-03-01,210.639999,216.789993,209.509995,216.589996,511300,215.071859,2.82472323787
2016-03-02,215.720001,219.050003,211.860001,218.0,459700,216.47198,1.05692517589
2016-03-03,218.660004,221.100006,217.190002,221.050003,454700,219.500604,1.09302065137
2016-03-04,222.660004,223.860001,221.050003,222.490005,430000,220.930513,-0.0763491408183
2016-03-07,220.820007,223.470001,220.289993,223.169998,335900,221.60574,1.06421108845
2016-03-08,223.169998,225.259995,221.559998,221.929993,387700,220.374426,-0.555632482463
2016-03-09,222.190002,224.380005,219.669998,222.240005,398600,220.682266,0.0225046129663
2016-03-10,223.529999,224.669998,219.169998,220.669998,435500,219.123263,-1.27947077027
2016-03-11,222.360001,224.559998,220.490005,224.429993,542100,222.856903,0.930919225891
2016-03-14,223.839996,224.910004,219.039993,221.110001,499600,219.560181,-1.21961894603
2016-03-15,220.149994,221.440002,219.600006,221.320007,325900,219.768716,0.531461745123
2016-03-16,220.5,222.809998,218.649994,222.020004,315000,220.463807,0.689344217687
2016-03-17,222.410004,227.119995,221.050003,226.380005,502300,224.793247,1.78499209955
2016-03-18,226.669998,229.669998,224.940002,226.070007,976500,224.485422,-0.264698021482
2016-03-21,226.070007,227.410004,225.759995,226.25,388500,224.664153,0.0796182573657
2016-03-22,226.160004,229.610001,225.360001,228.479996,442500,226.878518,1.02581887114
2016-03-23,228.5,230.360001,228.139999,228.509995,533700,226.908307,0.00437417943109
2016-03-24,227.740005,228.220001,224.740005,226.210007,319800,224.62444,-0.671817847725
2016-03-28,226.210007,228.440002,225.220001,228.270004,344100,226.669999,0.910656883539
2016-03-29,226.759995,233.899994,226.759995,233.669998,370800,233.669998,3.04727604179
2016-03-30,234.0,234.949997,232.169998,232.350006,354400,232.350006,-0.705125641026
2016-03-31,232.169998,234.779999,231.139999,233.860001,480500,233.860001,0.727916188378
2016-04-01,233.139999,234.190002,231.690002,232.820007,356000,232.820007,-0.137253153201
2016-04-04,233.149994,234.990005,232.130005,233.789993,373900,233.789993,0.274500972108
2016-04-05,232.020004,233.990005,230.869995,231.860001,294100,231.860001,-0.0689608642538
2016-04-06,231.429993,233.25,230.380005,232.399994,496500,232.399994,0.419133660001
2016-04-07,231.410004,232.630005,229.300003,230.600006,346000,230.600006,-0.350027218357
2016-04-08,232.309998,232.899994,231.149994,231.429993,336600,231.429993,-0.378806339622
2016-04-11,231.729996,231.729996,227.119995,227.139999,379900,227.139999,-1.98075220266
2016-04-12,227.339996,228.940002,224.089996,228.649994,522700,228.649994,0.576228566486
2016-04-13,229.789993,229.789993,222.169998,222.949997,853800,222.949997,-2.97662918681
2016-04-14,222.660004,222.660004,217.470001,218.889999,504000,218.889999,-1.69316668116
2016-04-15,218.789993,225.669998,218.309998,224.869995,443100,224.869995,2.77892142901
2016-04-18,224.75,226.699997,223.25,226.440002,575800,226.440002,0.751947497219
2016-04-19,226.919998,229.899994,226.210007,229.270004,469400,229.270004,1.0356099157
2016-04-20,229.320007,229.429993,222.330002,222.809998,370900,222.809998,-2.83883167682
2016-04-21,222.020004,225.759995,221.220001,222.300003,429500,222.300003,0.126114311754
2016-04-22,222.690002,225.429993,221.940002,224.509995,267400,224.509995,0.817276475663
2016-04-25,223.850006,227.550003,223.850006,227.460007,267500,227.460007,1.61268747073
2016-04-26,227.419998,229.259995,224.679993,225.429993,407000,225.429993,-0.8750351849
2016-04-27,223.770004,225.0,220.940002,224.649994,552500,224.649994,0.393256461666
2016-04-28,224.080002,227.869995,223.360001,224.330002,375000,224.330002,0.111567296398
2016-04-29,223.75,224.679993,218.850006,220.449997,954600,220.449997,-1.47486167598
2016-05-02,219.419998,223.669998,219.0,222.929993,376300,222.929993,1.59966959803
2016-05-03,221.600006,223.809998,220.850006,223.520004,382500,223.520004,0.866425066794
2016-05-04,221.839996,227.550003,221.5,225.910004,405300,225.910004,1.83465924693
2016-05-05,227.300003,230.0,227.089996,228.869995,297200,228.869995,0.690713585252
2016-05-06,228.910004,232.330002,225.779999,232.160004,304400,232.160004,1.41977193797
2016-05-09,232.389999,233.990005,232.389999,233.509995,375200,233.509995,0.481946729558
2016-05-10,235.0,237.5,233.199997,236.110001,517700,236.110001,0.472340851064
