Date,Open,High,Low,Close,Volume,Adj Close,perc_change
2015-05-11,42.950001,43.290001,42.720001,43.02,5081900,42.711987,0.162977877463
2015-05-12,42.639999,42.639999,42.0,42.25,4428400,41.9475,-0.914631822576
2015-05-13,42.59,42.950001,41.16,41.27,8717300,40.974517,-3.09931908899
2015-05-14,41.540001,42.25,41.389999,42.119999,5154200,41.818429,1.39623973529
2015-05-15,42.330002,42.48,41.799999,41.889999,4706400,41.590077,-1.03945896341
2015-05-18,41.93,42.259998,41.68,42.139999,4147000,41.838287,0.500832339614
2015-05-19,42.299999,42.400002,40.849998,40.91,9519600,40.617094,-3.28604972307
2015-05-20,40.450001,40.470001,37.150002,37.189999,30351200,36.923727,-8.0593372544
2015-05-21,37.459999,37.799999,37.049999,37.23,14993600,36.963441,-0.613985601014
2015-05-22,37.32,37.529999,36.610001,36.860001,11237900,36.596092,-1.23258038585
2015-05-26,37.189999,37.189999,35.540001,36.0,16384700,35.742248,-3.19978228555
2015-05-27,36.130001,36.990002,36.110001,36.990002,12013300,36.725162,2.3802960869
2015-05-28,36.900002,36.959999,36.369999,36.810001,9324900,36.54645,-0.243905135832
2015-05-29,36.75,37.310001,36.419998,37.049999,9649000,36.78473,0.816323809524
2015-06-01,37.110001,38.25,36.560001,37.849998,16136400,37.655228,1.99406354098
2015-06-02,37.299999,38.299999,37.189999,37.82,12634700,37.625384,1.39410459502
2015-06-03,37.849998,38.150002,37.470001,37.720001,6945500,37.5259,-0.343453122507
2015-06-04,37.560001,38.200001,37.099998,37.32,9341600,37.127957,-0.638980281177
2015-06-05,37.279999,37.48,36.869999,37.169998,7162200,36.978727,-0.295067068001
2015-06-08,36.889999,37.09,35.799999,36.110001,11017700,35.924184,-2.11438878055
2015-06-09,35.169998,35.220001,33.82,34.59,33278400,34.412005,-1.64912719074
2015-06-10,34.419998,35.119999,34.330002,34.450001,17768400,34.272726,0.087167349632
2015-06-11,34.759998,35.099998,34.509998,34.700001,8612200,34.52144,-0.17260357725
2015-06-12,34.540001,35.290001,34.360001,35.0,9808000,34.819895,1.33178629613
2015-06-15,34.709999,34.75,34.119999,34.189999,10169300,34.014062,-1.49812738399
2015-06-16,34.18,34.389999,33.560001,33.91,8300600,33.735504,-0.789935634874
2015-06-17,33.82,34.200001,33.529999,33.84,7515400,33.665865,0.0591366055589
2015-06-18,33.040001,33.91,33.02,33.860001,11884700,33.685762,2.48184011859
2015-06-19,33.919998,34.32,33.700001,34.220001,14482800,34.04391,0.884442858753
2015-06-22,34.709999,35.009998,34.599998,34.790001,7638800,34.610977,0.230486898026
2015-06-23,34.810001,35.029999,34.490002,34.580002,8032700,34.402058,-0.660726783662
2015-06-24,34.529999,34.68,34.18,34.349998,7059900,34.173239,-0.521288749531
2015-06-25,34.549999,35.02,34.450001,34.490002,5939300,34.312521,-0.173652682305
2015-06-26,34.599998,34.849998,34.279999,34.32,7406100,34.143394,-0.809242821344
2015-06-29,33.720001,34.220001,33.16,33.18,6423600,33.009261,-1.60142640565
2015-06-30,33.560001,33.75,33.09,33.09,10601600,32.919724,-1.40047969605
2015-07-01,33.860001,33.970001,31.360001,32.619999,17940200,32.452141,-3.6621440147
2015-07-02,32.740002,33.029999,32.25,32.509998,9447000,32.342707,-0.702516756108
2015-07-06,32.470001,33.16,32.389999,33.029999,9842600,32.860031,1.72466271251
2015-07-07,33.290001,33.619999,32.68,33.41,8259600,33.238077,0.360465594459
2015-07-08,32.959999,33.09,32.310001,32.360001,6700600,32.193481,-1.82038233678
2015-07-09,32.790001,32.889999,32.459999,32.52,8008900,32.352657,-0.82342479953
2015-07-10,33.16,34.02,33.130001,33.830002,9102800,33.655918,2.02051266586
2015-07-13,34.869999,34.900002,33.880001,33.93,9942500,33.755402,-2.69572419546
2015-07-14,33.689999,34.060001,33.23,33.860001,7441200,33.685762,0.5046067232
2015-07-15,33.509998,34.200001,33.27,33.919998,8498000,33.745451,1.22351544157
2015-07-16,34.130001,34.82,33.84,34.57,8272600,34.392108,1.28918542956
2015-07-17,34.580002,35.209999,34.419998,34.759998,8699100,34.581129,0.520520501994
2015-07-20,34.900002,34.950001,34.25,34.310001,4810900,34.133447,-1.69054718106
2015-07-21,34.310001,34.73,34.220001,34.709999,6094500,34.531387,1.16583499954
2015-07-22,34.689999,35.200001,34.52,35.119999,7572800,34.939277,1.23955033841
2015-07-23,37.59,38.700001,36.279999,36.48,15720500,36.292279,-2.95291300878
2015-07-24,36.869999,36.869999,34.939999,35.0,10687700,34.819895,-5.07187157776
2015-07-27,34.82,35.310001,34.330002,35.09,8717600,34.909432,0.775416427341
2015-07-28,35.34,36.220001,35.060001,36.060001,9830200,35.874442,2.03735427278
2015-07-29,36.040001,36.169998,35.200001,35.52,5287100,35.33722,-1.44284402212
2015-07-30,35.900002,36.540001,35.82,36.310001,9055700,36.123156,1.1420584322
2015-07-31,36.459999,36.509998,35.860001,36.200001,5307700,36.013721,-0.713104791912
2015-08-03,36.66,37.84,36.540001,37.529999,9904600,37.336875,2.37315602837
2015-08-04,37.830002,38.369999,37.48,37.93,9204200,37.734818,0.264335169742
2015-08-05,38.029999,38.16,37.669998,37.889999,7188700,37.695023,-0.36813043303
2015-08-06,37.990002,38.5,37.43,37.810001,7093800,37.615437,-0.473811504406
2015-08-07,37.630001,38.25,37.279999,37.580002,7381900,37.386621,-0.132870046961
2015-08-10,37.950001,38.490002,37.700001,37.790001,6916300,37.595539,-0.42160736702
2015-08-11,37.630001,38.889999,37.630001,38.360001,9349000,38.162606,1.93994148446
2015-08-12,37.970001,38.860001,36.84,38.68,8952600,38.480959,1.86989460443
2015-08-13,38.919998,39.27,38.330002,38.970001,7180100,38.769468,0.12847636837
2015-08-14,38.900002,39.41,38.709999,39.360001,5717400,39.15746,1.18251664871
2015-08-17,39.299999,40.700001,39.07,40.450001,9333100,40.241851,2.92621381492
2015-08-18,40.650002,40.869999,39.970001,40.189999,6829700,40.057457,-1.13161864051
2015-08-19,39.900002,40.849998,39.77,40.450001,8804500,40.316602,1.37844353993
2015-08-20,39.799999,40.150002,38.939999,39.060001,8659100,38.931187,-1.859291504
2015-08-21,38.619999,39.040001,37.82,37.91,14474900,37.784978,-1.83842314444
2015-08-24,35.189999,38.18,32.939999,37.209999,11954100,37.087286,5.74026728446
2015-08-25,38.34,38.34,36.52,36.52,9192200,36.399562,-4.74700052165
2015-08-26,37.549999,37.619999,35.889999,37.389999,15118800,37.266692,-0.426098546634
2015-08-27,37.779999,38.09,36.580002,37.310001,10535700,37.186958,-1.24403920709
2015-08-28,37.369999,37.73,36.799999,37.099998,6960800,36.977648,-0.722507378178
2015-08-31,37.07,37.599998,36.57,36.700001,7051800,36.578969,-0.998108983005
2015-09-01,36.169998,36.779999,36.0,36.360001,8753100,36.24009,0.525305530844
2015-09-02,36.93,37.73,36.689999,37.720001,10401700,37.595606,2.13918494449
2015-09-03,37.900002,38.169998,37.32,37.43,6203300,37.306561,-1.2401107525
2015-09-04,36.849998,37.720001,36.740002,37.23,5651100,37.10722,1.03121308175
2015-09-08,37.779999,38.32,37.68,38.110001,6164900,37.984319,0.873483347631
2015-09-09,38.439999,38.93,37.740002,38.299999,7344800,38.173691,-0.364203963689
2015-09-10,38.400002,38.990002,38.18,38.360001,5762700,38.233494,-0.104169265408
2015-09-11,38.18,38.77,38.099998,38.540001,7218500,38.412901,0.942904662127
2015-09-14,38.529999,39.049999,38.459999,38.869999,5460100,38.741811,0.882429298791
2015-09-15,38.98,39.119999,38.509998,38.900002,5932500,38.771715,-0.205228322217
2015-09-16,38.759998,39.459999,38.5,39.139999,6382400,39.010921,0.98039478743
2015-09-17,39.299999,40.0,39.200001,39.490002,5507100,39.359769,0.483468205686
2015-09-18,39.349998,39.779999,38.830002,39.470001,9841400,39.339834,0.304963166707
2015-09-21,39.490002,39.869999,39.07,39.380001,6247800,39.250131,-0.278554050213
2015-09-22,39.009998,39.240002,38.07,38.240002,6978100,38.113891,-1.97384270566
2015-09-23,38.419998,38.75,38.099998,38.580002,4772600,38.45277,0.41646019867
2015-09-24,38.16,38.490002,37.75,38.169998,5263000,38.044119,0.0262002096436
2015-09-25,38.5,38.630001,37.830002,38.09,5326500,37.964384,-1.06493506494
2015-09-28,37.810001,38.139999,36.950001,37.450001,8383400,37.326496,-0.952129041203
2015-09-29,37.450001,37.970001,37.130001,37.68,5620800,37.555737,0.614149516311
2015-09-30,38.110001,38.450001,37.450001,38.040001,7232500,37.91455,-0.183678819636
2015-10-01,37.82,38.459999,37.560001,38.41,6147600,38.283329,1.56002115283
2015-10-02,37.939999,38.389999,37.0,38.380001,7016100,38.253429,1.15973118502
2015-10-05,38.650002,39.459999,38.5,39.299999,5962500,39.170393,1.68175153005
2015-10-06,39.259998,39.419998,37.919998,38.0,8334400,37.874681,-3.2093684773
2015-10-07,38.049999,38.82,37.57,38.709999,7279800,38.582339,1.73455983534
2015-10-08,38.689999,38.98,38.200001,38.759998,7034300,38.632173,0.180922723725
2015-10-09,39.040001,40.360001,38.799999,39.939999,11332200,39.808282,2.30532268685
2015-10-12,39.880001,41.23,39.880001,41.220001,7448100,41.084063,3.36008015647
2015-10-13,40.82,41.349998,40.57,40.82,7619800,40.685381,0.0
2015-10-14,41.18,41.490002,40.509998,40.84,5741000,40.705315,-0.82564351627
2015-10-15,40.970001,41.41,40.59,41.240002,5678500,41.103998,0.659021218965
2015-10-16,40.889999,41.189999,40.110001,40.560001,8179100,40.42624,-0.807038415433
2015-10-19,40.560001,41.450001,40.52,41.41,5506400,41.273435,2.09565823236
2015-10-20,41.189999,41.939999,41.130001,41.380001,5711800,41.243535,0.461281875729
2015-10-21,41.400002,41.93,40.880001,41.040001,5125100,40.904657,-0.869567590842
2015-10-22,42.52,44.150002,42.360001,44.080002,15268600,43.934632,3.6688664158
2015-10-23,44.299999,45.400002,44.279999,45.23,12390500,45.080837,2.09932510382
2015-10-26,45.080002,45.91,44.91,45.77,6306800,45.619057,1.53060774043
2015-10-27,45.75,46.110001,44.75,45.470001,7400800,45.320047,-0.612019672131
2015-10-28,45.5,45.779999,44.919998,45.41,5990400,45.260244,-0.197802197802
2015-10-29,45.240002,45.889999,45.099998,45.82,4233600,45.668892,1.28204680451
